,Topic,Name,Representation
186,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
187,4,4_higgins_oliver_mildred_eliza,"['higgins', 'oliver', 'mildred', 'eliza', 'hepburn', 'belinda', 'fanny', 'hitchcock', 'cary', 'mrs']"
188,2,2_coppola_godfather_panther_spielberg,"['coppola', 'godfather', 'panther', 'spielberg', 'film', 'corleone', 'schindler', 'films', 'wakanda', 'dune']"
189,4,4_higgins_oliver_mildred_eliza,"['higgins', 'oliver', 'mildred', 'eliza', 'hepburn', 'belinda', 'fanny', 'hitchcock', 'cary', 'mrs']"
190,4,4_higgins_oliver_mildred_eliza,"['higgins', 'oliver', 'mildred', 'eliza', 'hepburn', 'belinda', 'fanny', 'hitchcock', 'cary', 'mrs']"
191,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
192,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
193,1,1_maximus_cleopatra_shakespeare_queen,"['maximus', 'cleopatra', 'shakespeare', 'queen', 'gladiator', 'hamlet', 'romeo', 'roman', 'juliet', 'antony']"
194,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
195,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
196,5,5_musical_astaire_ziegfeld_broadway,"['musical', 'astaire', 'ziegfeld', 'broadway', 'dance', 'bernadette', 'poppins', 'songs', 'sung', 'melody']"
197,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
198,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
199,4,4_higgins_oliver_mildred_eliza,"['higgins', 'oliver', 'mildred', 'eliza', 'hepburn', 'belinda', 'fanny', 'hitchcock', 'cary', 'mrs']"
200,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
201,5,5_musical_astaire_ziegfeld_broadway,"['musical', 'astaire', 'ziegfeld', 'broadway', 'dance', 'bernadette', 'poppins', 'songs', 'sung', 'melody']"
202,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
203,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
204,6,6_juno_sammy_festival_deaf,"['juno', 'sammy', 'festival', 'deaf', 'cassie', '2021', 'samantha', 'awards', '2020', 'miles']"
205,1,1_maximus_cleopatra_shakespeare_queen,"['maximus', 'cleopatra', 'shakespeare', 'queen', 'gladiator', 'hamlet', 'romeo', 'roman', 'juliet', 'antony']"
206,5,5_musical_astaire_ziegfeld_broadway,"['musical', 'astaire', 'ziegfeld', 'broadway', 'dance', 'bernadette', 'poppins', 'songs', 'sung', 'melody']"
207,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
208,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
209,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
210,1,1_maximus_cleopatra_shakespeare_queen,"['maximus', 'cleopatra', 'shakespeare', 'queen', 'gladiator', 'hamlet', 'romeo', 'roman', 'juliet', 'antony']"
211,6,6_juno_sammy_festival_deaf,"['juno', 'sammy', 'festival', 'deaf', 'cassie', '2021', 'samantha', 'awards', '2020', 'miles']"
212,1,1_maximus_cleopatra_shakespeare_queen,"['maximus', 'cleopatra', 'shakespeare', 'queen', 'gladiator', 'hamlet', 'romeo', 'roman', 'juliet', 'antony']"
213,11,11_mutiny_captain_robin_dunkirk,"['mutiny', 'captain', 'robin', 'dunkirk', 'braveheart', 'slave', 'flynn', 'navy', 'crew', 'mcqueen']"
214,8,8_rocky_micky_graffiti_champ,"['rocky', 'micky', 'graffiti', 'champ', 'raging', 'fight', 'boxing', 'hooker', 'bale', 'ringo']"
215,9,9_avatar_disney_tarantino_manson,"['avatar', 'disney', 'tarantino', 'manson', 'toy', '3d', 'pixar', 'film', 'apollo', 'animation']"
216,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
217,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
218,8,8_rocky_micky_graffiti_champ,"['rocky', 'micky', 'graffiti', 'champ', 'raging', 'fight', 'boxing', 'hooker', 'bale', 'ringo']"
219,8,8_rocky_micky_graffiti_champ,"['rocky', 'micky', 'graffiti', 'champ', 'raging', 'fight', 'boxing', 'hooker', 'bale', 'ringo']"
220,5,5_musical_astaire_ziegfeld_broadway,"['musical', 'astaire', 'ziegfeld', 'broadway', 'dance', 'bernadette', 'poppins', 'songs', 'sung', 'melody']"
221,0,0_tarantino_forrest_exorcist_pulp,"['tarantino', 'forrest', 'exorcist', 'pulp', 'film', 'gump', 'scene', 'woodroof', 'director', 'critics']"
222,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
223,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
224,1,1_maximus_cleopatra_shakespeare_queen,"['maximus', 'cleopatra', 'shakespeare', 'queen', 'gladiator', 'hamlet', 'romeo', 'roman', 'juliet', 'antony']"
225,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
226,3,3_chaplin_patton_soldiers_casablanca,"['chaplin', 'patton', 'soldiers', 'casablanca', 'platoon', 'army', 'soldier', 'filming', 'combat', 'vietnam']"
227,2,2_coppola_godfather_panther_spielberg,"['coppola', 'godfather', 'panther', 'spielberg', 'film', 'corleone', 'schindler', 'films', 'wakanda', 'dune']"
228,9,9_avatar_disney_tarantino_manson,"['avatar', 'disney', 'tarantino', 'manson', 'toy', '3d', 'pixar', 'film', 'apollo', 'animation']"
229,10,10_gehrig_woody_jordan_joe,"['gehrig', 'woody', 'jordan', 'joe', 'yankees', 'stevens', 'fred', 'guthrie', 'sinatra', 'homer']"
230,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
231,4,4_higgins_oliver_mildred_eliza,"['higgins', 'oliver', 'mildred', 'eliza', 'hepburn', 'belinda', 'fanny', 'hitchcock', 'cary', 'mrs']"
232,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
233,2,2_coppola_godfather_panther_spielberg,"['coppola', 'godfather', 'panther', 'spielberg', 'film', 'corleone', 'schindler', 'films', 'wakanda', 'dune']"
234,2,2_coppola_godfather_panther_spielberg,"['coppola', 'godfather', 'panther', 'spielberg', 'film', 'corleone', 'schindler', 'films', 'wakanda', 'dune']"
235,1,1_maximus_cleopatra_shakespeare_queen,"['maximus', 'cleopatra', 'shakespeare', 'queen', 'gladiator', 'hamlet', 'romeo', 'roman', 'juliet', 'antony']"
236,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
237,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
238,3,3_chaplin_patton_soldiers_casablanca,"['chaplin', 'patton', 'soldiers', 'casablanca', 'platoon', 'army', 'soldier', 'filming', 'combat', 'vietnam']"
239,9,9_avatar_disney_tarantino_manson,"['avatar', 'disney', 'tarantino', 'manson', 'toy', '3d', 'pixar', 'film', 'apollo', 'animation']"
240,3,3_chaplin_patton_soldiers_casablanca,"['chaplin', 'patton', 'soldiers', 'casablanca', 'platoon', 'army', 'soldier', 'filming', 'combat', 'vietnam']"
241,7,7_miss_erin_julia_daisy,"['miss', 'erin', 'julia', 'daisy', 'regina', 'lillian', 'minny', 'hepburn', 'laurie', 'women']"
242,8,8_rocky_micky_graffiti_champ,"['rocky', 'micky', 'graffiti', 'champ', 'raging', 'fight', 'boxing', 'hooker', 'bale', 'ringo']"
243,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
244,4,4_higgins_oliver_mildred_eliza,"['higgins', 'oliver', 'mildred', 'eliza', 'hepburn', 'belinda', 'fanny', 'hitchcock', 'cary', 'mrs']"
245,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
246,6,6_juno_sammy_festival_deaf,"['juno', 'sammy', 'festival', 'deaf', 'cassie', '2021', 'samantha', 'awards', '2020', 'miles']"
247,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
248,1,1_maximus_cleopatra_shakespeare_queen,"['maximus', 'cleopatra', 'shakespeare', 'queen', 'gladiator', 'hamlet', 'romeo', 'roman', 'juliet', 'antony']"
249,8,8_rocky_micky_graffiti_champ,"['rocky', 'micky', 'graffiti', 'champ', 'raging', 'fight', 'boxing', 'hooker', 'bale', 'ringo']"
250,4,4_higgins_oliver_mildred_eliza,"['higgins', 'oliver', 'mildred', 'eliza', 'hepburn', 'belinda', 'fanny', 'hitchcock', 'cary', 'mrs']"
251,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
252,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
253,2,2_coppola_godfather_panther_spielberg,"['coppola', 'godfather', 'panther', 'spielberg', 'film', 'corleone', 'schindler', 'films', 'wakanda', 'dune']"
254,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
255,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
256,0,0_tarantino_forrest_exorcist_pulp,"['tarantino', 'forrest', 'exorcist', 'pulp', 'film', 'gump', 'scene', 'woodroof', 'director', 'critics']"
257,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
258,8,8_rocky_micky_graffiti_champ,"['rocky', 'micky', 'graffiti', 'champ', 'raging', 'fight', 'boxing', 'hooker', 'bale', 'ringo']"
259,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
260,7,7_miss_erin_julia_daisy,"['miss', 'erin', 'julia', 'daisy', 'regina', 'lillian', 'minny', 'hepburn', 'laurie', 'women']"
261,12,12_juror_arrowsmith_jurors_skippy,"['juror', 'arrowsmith', 'jurors', 'skippy', 'falcon', 'jury', 'dodsworth', 'guilty', 'jess', 'maltese']"
262,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
263,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
264,0,0_tarantino_forrest_exorcist_pulp,"['tarantino', 'forrest', 'exorcist', 'pulp', 'film', 'gump', 'scene', 'woodroof', 'director', 'critics']"
265,4,4_higgins_oliver_mildred_eliza,"['higgins', 'oliver', 'mildred', 'eliza', 'hepburn', 'belinda', 'fanny', 'hitchcock', 'cary', 'mrs']"
266,13,13_hawking_woodward_bernstein_stephen,"['hawking', 'woodward', 'bernstein', 'stephen', 'watergate', 'redmayne', 'kwan', 'multiverse', 'jules', 'michelle']"
267,9,9_avatar_disney_tarantino_manson,"['avatar', 'disney', 'tarantino', 'manson', 'toy', '3d', 'pixar', 'film', 'apollo', 'animation']"
268,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
269,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
270,9,9_avatar_disney_tarantino_manson,"['avatar', 'disney', 'tarantino', 'manson', 'toy', '3d', 'pixar', 'film', 'apollo', 'animation']"
271,1,1_maximus_cleopatra_shakespeare_queen,"['maximus', 'cleopatra', 'shakespeare', 'queen', 'gladiator', 'hamlet', 'romeo', 'roman', 'juliet', 'antony']"
272,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
273,0,0_tarantino_forrest_exorcist_pulp,"['tarantino', 'forrest', 'exorcist', 'pulp', 'film', 'gump', 'scene', 'woodroof', 'director', 'critics']"
274,11,11_mutiny_captain_robin_dunkirk,"['mutiny', 'captain', 'robin', 'dunkirk', 'braveheart', 'slave', 'flynn', 'navy', 'crew', 'mcqueen']"
275,12,12_juror_arrowsmith_jurors_skippy,"['juror', 'arrowsmith', 'jurors', 'skippy', 'falcon', 'jury', 'dodsworth', 'guilty', 'jess', 'maltese']"
276,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
277,2,2_coppola_godfather_panther_spielberg,"['coppola', 'godfather', 'panther', 'spielberg', 'film', 'corleone', 'schindler', 'films', 'wakanda', 'dune']"
278,3,3_chaplin_patton_soldiers_casablanca,"['chaplin', 'patton', 'soldiers', 'casablanca', 'platoon', 'army', 'soldier', 'filming', 'combat', 'vietnam']"
279,3,3_chaplin_patton_soldiers_casablanca,"['chaplin', 'patton', 'soldiers', 'casablanca', 'platoon', 'army', 'soldier', 'filming', 'combat', 'vietnam']"
280,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
281,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
282,5,5_musical_astaire_ziegfeld_broadway,"['musical', 'astaire', 'ziegfeld', 'broadway', 'dance', 'bernadette', 'poppins', 'songs', 'sung', 'melody']"
283,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
284,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
285,9,9_avatar_disney_tarantino_manson,"['avatar', 'disney', 'tarantino', 'manson', 'toy', '3d', 'pixar', 'film', 'apollo', 'animation']"
286,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
287,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
288,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
289,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
290,0,0_tarantino_forrest_exorcist_pulp,"['tarantino', 'forrest', 'exorcist', 'pulp', 'film', 'gump', 'scene', 'woodroof', 'director', 'critics']"
291,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
292,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
293,3,3_chaplin_patton_soldiers_casablanca,"['chaplin', 'patton', 'soldiers', 'casablanca', 'platoon', 'army', 'soldier', 'filming', 'combat', 'vietnam']"
294,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
295,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
296,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
297,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
298,1,1_maximus_cleopatra_shakespeare_queen,"['maximus', 'cleopatra', 'shakespeare', 'queen', 'gladiator', 'hamlet', 'romeo', 'roman', 'juliet', 'antony']"
299,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
300,0,0_tarantino_forrest_exorcist_pulp,"['tarantino', 'forrest', 'exorcist', 'pulp', 'film', 'gump', 'scene', 'woodroof', 'director', 'critics']"
301,0,0_tarantino_forrest_exorcist_pulp,"['tarantino', 'forrest', 'exorcist', 'pulp', 'film', 'gump', 'scene', 'woodroof', 'director', 'critics']"
302,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
303,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
304,6,6_juno_sammy_festival_deaf,"['juno', 'sammy', 'festival', 'deaf', 'cassie', '2021', 'samantha', 'awards', '2020', 'miles']"
305,10,10_gehrig_woody_jordan_joe,"['gehrig', 'woody', 'jordan', 'joe', 'yankees', 'stevens', 'fred', 'guthrie', 'sinatra', 'homer']"
306,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
307,7,7_miss_erin_julia_daisy,"['miss', 'erin', 'julia', 'daisy', 'regina', 'lillian', 'minny', 'hepburn', 'laurie', 'women']"
308,1,1_maximus_cleopatra_shakespeare_queen,"['maximus', 'cleopatra', 'shakespeare', 'queen', 'gladiator', 'hamlet', 'romeo', 'roman', 'juliet', 'antony']"
309,1,1_maximus_cleopatra_shakespeare_queen,"['maximus', 'cleopatra', 'shakespeare', 'queen', 'gladiator', 'hamlet', 'romeo', 'roman', 'juliet', 'antony']"
310,5,5_musical_astaire_ziegfeld_broadway,"['musical', 'astaire', 'ziegfeld', 'broadway', 'dance', 'bernadette', 'poppins', 'songs', 'sung', 'melody']"
311,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
312,5,5_musical_astaire_ziegfeld_broadway,"['musical', 'astaire', 'ziegfeld', 'broadway', 'dance', 'bernadette', 'poppins', 'songs', 'sung', 'melody']"
313,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
314,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
315,8,8_rocky_micky_graffiti_champ,"['rocky', 'micky', 'graffiti', 'champ', 'raging', 'fight', 'boxing', 'hooker', 'bale', 'ringo']"
316,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
317,13,13_hawking_woodward_bernstein_stephen,"['hawking', 'woodward', 'bernstein', 'stephen', 'watergate', 'redmayne', 'kwan', 'multiverse', 'jules', 'michelle']"
318,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
319,11,11_mutiny_captain_robin_dunkirk,"['mutiny', 'captain', 'robin', 'dunkirk', 'braveheart', 'slave', 'flynn', 'navy', 'crew', 'mcqueen']"
320,10,10_gehrig_woody_jordan_joe,"['gehrig', 'woody', 'jordan', 'joe', 'yankees', 'stevens', 'fred', 'guthrie', 'sinatra', 'homer']"
321,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
322,13,13_hawking_woodward_bernstein_stephen,"['hawking', 'woodward', 'bernstein', 'stephen', 'watergate', 'redmayne', 'kwan', 'multiverse', 'jules', 'michelle']"
323,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
324,5,5_musical_astaire_ziegfeld_broadway,"['musical', 'astaire', 'ziegfeld', 'broadway', 'dance', 'bernadette', 'poppins', 'songs', 'sung', 'melody']"
325,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
326,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
327,2,2_coppola_godfather_panther_spielberg,"['coppola', 'godfather', 'panther', 'spielberg', 'film', 'corleone', 'schindler', 'films', 'wakanda', 'dune']"
328,11,11_mutiny_captain_robin_dunkirk,"['mutiny', 'captain', 'robin', 'dunkirk', 'braveheart', 'slave', 'flynn', 'navy', 'crew', 'mcqueen']"
329,8,8_rocky_micky_graffiti_champ,"['rocky', 'micky', 'graffiti', 'champ', 'raging', 'fight', 'boxing', 'hooker', 'bale', 'ringo']"
330,6,6_juno_sammy_festival_deaf,"['juno', 'sammy', 'festival', 'deaf', 'cassie', '2021', 'samantha', 'awards', '2020', 'miles']"
331,9,9_avatar_disney_tarantino_manson,"['avatar', 'disney', 'tarantino', 'manson', 'toy', '3d', 'pixar', 'film', 'apollo', 'animation']"
332,8,8_rocky_micky_graffiti_champ,"['rocky', 'micky', 'graffiti', 'champ', 'raging', 'fight', 'boxing', 'hooker', 'bale', 'ringo']"
333,6,6_juno_sammy_festival_deaf,"['juno', 'sammy', 'festival', 'deaf', 'cassie', '2021', 'samantha', 'awards', '2020', 'miles']"
334,1,1_maximus_cleopatra_shakespeare_queen,"['maximus', 'cleopatra', 'shakespeare', 'queen', 'gladiator', 'hamlet', 'romeo', 'roman', 'juliet', 'antony']"
335,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
336,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
337,3,3_chaplin_patton_soldiers_casablanca,"['chaplin', 'patton', 'soldiers', 'casablanca', 'platoon', 'army', 'soldier', 'filming', 'combat', 'vietnam']"
338,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
339,3,3_chaplin_patton_soldiers_casablanca,"['chaplin', 'patton', 'soldiers', 'casablanca', 'platoon', 'army', 'soldier', 'filming', 'combat', 'vietnam']"
340,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
341,0,0_tarantino_forrest_exorcist_pulp,"['tarantino', 'forrest', 'exorcist', 'pulp', 'film', 'gump', 'scene', 'woodroof', 'director', 'critics']"
342,7,7_miss_erin_julia_daisy,"['miss', 'erin', 'julia', 'daisy', 'regina', 'lillian', 'minny', 'hepburn', 'laurie', 'women']"
343,2,2_coppola_godfather_panther_spielberg,"['coppola', 'godfather', 'panther', 'spielberg', 'film', 'corleone', 'schindler', 'films', 'wakanda', 'dune']"
344,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
345,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
346,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
347,8,8_rocky_micky_graffiti_champ,"['rocky', 'micky', 'graffiti', 'champ', 'raging', 'fight', 'boxing', 'hooker', 'bale', 'ringo']"
348,1,1_maximus_cleopatra_shakespeare_queen,"['maximus', 'cleopatra', 'shakespeare', 'queen', 'gladiator', 'hamlet', 'romeo', 'roman', 'juliet', 'antony']"
349,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
350,0,0_tarantino_forrest_exorcist_pulp,"['tarantino', 'forrest', 'exorcist', 'pulp', 'film', 'gump', 'scene', 'woodroof', 'director', 'critics']"
